person_id,name_or_handle,known_name,x_handle,source_origin,source_detail,known_affiliation,mentioned_in_podcast_synthesis,mentioned_in_twitter,twitter_mention_count,twitter_retweet_count,associated_orgs_projects,associated_topics,associated_tools_protocols,possible_role,bridge_signal,reviewer_candidate,guest_candidate,person_node_caution,public_use_status,review_status,notes
P00344,'@Nikopolos,Andrey Sergeenkov,'@Nikopolos,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00345,'@unhappyben,ben.peer,'@unhappyben,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00346,'@UNDP_AltFinLab,UNDP AltFinLab,'@UNDP_AltFinLab,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00347,'@g0vtw,g0v.tw | 台灣零時政府,'@g0vtw,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00348,'@rish_neynar,rish,'@rish_neynar,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00349,'@CognitiveLbty,Cognitive Liberty,'@CognitiveLbty,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00350,'@revnet,Cole B.,'@revnet,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00351,'@samjvuong,Sam Vuong,'@samjvuong,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00352,'@ReFiLagos01,ReFi Lagos 🌴,'@ReFiLagos01,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00353,'@GreenPillKPG,GreenPill Phangan,'@GreenPillKPG,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00354,'@GreenpillKenya,Greenpill Kenya,'@GreenpillKenya,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00355,'@greenpillciv,Green Pill Cote d'ivoire,'@greenpillciv,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00356,'@ReFiMedellin,"ReFi Medellín (🌳, 🌱)",'@ReFiMedellin,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00357,'@GreenPillTO,GreenPill- TO,'@GreenPillTO,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00358,'@NYSE,NYSE 🏛,'@NYSE,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00359,'@neynarxyz,Neynar,'@neynarxyz,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00360,'@farcaster_xyz,Farcaster,'@farcaster_xyz,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00361,'@adietrichs,ansgar.eth,'@adietrichs,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00362,'@MBRichardson87,Mark Richardson,'@MBRichardson87,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00363,'@zarinahagnew,Zarinah Agnew,'@zarinahagnew,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00364,'@rithikxa_,rithikha,'@rithikxa_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00365,'@Corpetty,Corey Petty,'@Corpetty,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00366,'@MCooperResearch,Michael Cooper,'@MCooperResearch,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00367,'@rashmivabbigeri,Rashmi Abbigeri,'@rashmivabbigeri,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00368,'@keikreutler,Kei,'@keikreutler,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00369,'@karmaticacid,Lauren Luz,'@karmaticacid,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00370,'@devlewis18,Dev Lewis,'@devlewis18,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00371,'@sayan6250,Sayan,'@sayan6250,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00372,'@paulofonseca,Paulo Fonseca,'@paulofonseca,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00373,'@mathildawrites,MathildaDV.Ξth (🍄;🌙),'@mathildawrites,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00374,'@ignaciohagopian,Ignacio Hagopian,'@ignaciohagopian,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00375,'@saintniko,niko,'@saintniko,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00376,'@SelfProtocol,,'@SelfProtocol,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00377,'@soubhik_deb,Soubhik Deb,'@soubhik_deb,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00378,'@kartik1507,Kartik Nayak,'@kartik1507,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00379,'@ittaia,Ittai Abraham,'@ittaia,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00380,'@jessepollak,jesse.base.eth,'@jessepollak,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00381,'@a16zcrypto,a16z crypto,'@a16zcrypto,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00382,'@federicoast,Federico Ast,'@federicoast,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00383,'@SEEDGov,SEED Gov,'@SEEDGov,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00384,'@creptosolutions,Crypto Solutions 🕊️,'@creptosolutions,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00385,'@wAliceChen,Alice,'@wAliceChen,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00386,'@ScottExplores29,scottexplores.base.eth,'@ScottExplores29,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00387,'@ResearchHub,ResearchHub,'@ResearchHub,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00388,'@ashebytes,ashe,'@ashebytes,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00389,'@tom_doerr,Tom Dörr,'@tom_doerr,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00390,'@jarradhope_,Jarrad Hope λ,'@jarradhope_,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00391,'@howdymerry,howdymary,'@howdymerry,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00392,'@WorldOfMercek,Mercek,'@WorldOfMercek,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00393,'@VittoStack,Vitto Rivabella,'@VittoStack,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00394,'@pcaversaccio,sudo rm -rf --no-preserve-root /,'@pcaversaccio,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00395,'@donvito,Melvin Vivas,'@donvito,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00396,'@us_trappists,Trappist USA,'@us_trappists,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00397,'@divine_comedian,Mitch - divinecomedian.eth,'@divine_comedian,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00398,'@geodelabs,Geode Labs,'@geodelabs,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00399,'@NyxFoundation,Nyx Foundation,'@NyxFoundation,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00400,'@BitRobotNetwork,BitRobot Network,'@BitRobotNetwork,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00401,'@BKelleher123,Brian Kelleher,'@BKelleher123,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00402,'@ErikVoorhees,Erik Voorhees,'@ErikVoorhees,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00403,'@austingriffith,Austin Griffith,'@austingriffith,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00404,'@omarsar0,elvis,'@omarsar0,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00405,'@web3foxcn,飞狐,'@web3foxcn,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00406,'@P2P_Foundation,P2P Foundation,'@P2P_Foundation,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00407,'@GCCofCommons,gccofficial,'@GCCofCommons,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00408,'@DeFiDave22,,'@DeFiDave22,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00409,'@justcobuild,cobuild,'@justcobuild,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00410,'@JustJake,Jake,'@JustJake,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00411,'@juanfranblanco,Juan Blanco ☀️☀️🍞🍞🦇🔊,'@juanfranblanco,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00412,'@aaronjmars,'@aaronjmars,'@aaronjmars,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00413,'@bcherny,Boris Cherny,'@bcherny,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00414,'@linyao01,Leo Lin,'@linyao01,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00415,'@TwelveMeatballs,Twelve Meatballs,'@TwelveMeatballs,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00416,'@ameensol,Ameen Soleimani,'@ameensol,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00417,'@Aura_Sci,AuraSci,'@Aura_Sci,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00418,'@theshelb_,shelby,'@theshelb_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00419,'@SuhailKakar,Suhail Kakar,'@SuhailKakar,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00420,'@guiribabrb,,'@guiribabrb,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00421,'@cryptopunks,CryptoPunks,'@cryptopunks,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00422,'@nounsdao,Nouns.eth,'@nounsdao,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00423,'@Only1temmy,𝕋𝕖𝕞𝕞𝕪🦇🔊,'@Only1temmy,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00424,'@sodofi_,sophia,'@sodofi_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00425,'@IrthuSuresh,Irthu,'@IrthuSuresh,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00426,'@LefterisJP,Lefteris Karapetsas,'@LefterisJP,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00427,'@obsrvgmi,Observe,'@obsrvgmi,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00428,'@marek_,marek.celo.eth 🦇🌳,'@marek_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00429,'@renaissancing_,renaissancing,'@renaissancing_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00430,'@fileverse,Fileverse,'@fileverse,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00431,'@climate_program,Climate Coordination Network,'@climate_program,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00432,'@launchnodes,Launchnodes,'@launchnodes,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00433,'@petheth,peth.eth,'@petheth,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00434,'@evan_van_ness,Evan Van Ness,'@evan_van_ness,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00435,'@symbiocenelabs,Symbiocene Labs,'@symbiocenelabs,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00436,'@medeana,deana,'@medeana,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00437,'@JPMorganAM,J.P. Morgan Asset Management,'@JPMorganAM,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00438,'@0xprivacypools,Privacy Pools,'@0xprivacypools,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00439,'@SECGov,U.S. Securities and Exchange Commission,'@SECGov,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00440,'@asn_d6,George Kadianakis,'@asn_d6,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00441,'@lex_node,_gabrielShapir0,'@lex_node,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00442,'@P2Pdotme,P2P.me,'@P2Pdotme,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00443,'@nomadz_co,Nomadz,'@nomadz_co,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00444,'@DCinvestor,DCinvestor,'@DCinvestor,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00445,'@The_DTCC,DTCC,'@The_DTCC,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00446,'@chaineresearch,Chaîne Research 🌐,'@chaineresearch,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
