global_id,name,primary_type,tab_location,toolkit_route,source_origin,review_status,notes
IDX00001,'@Crypto_Altruism,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=53; retweet_count=51
IDX01373,Raw URL lead - squidfunk.github.io,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX01374,Raw URL lead - t.me,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context: io-business-plan https://docs.desci.world/ecosystem/ecosystem-map https://ecofrontiers.xyz/ https://www.regenatlas.xyz/ https://t.me/civilmonkey https://mijowa.github.io/CatB/ https://monoskop.org/imag
IDX01375,Raw URL lead - tecommons.org,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX01376,Raw URL lead - tokenengineeringlabs.com,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context: ng community - https://tokenengineeringcommons.org/ - Token Engineering Labs - token engineering research and tooling - https://www.tokenengineeringlabs.com/ - BlockScience - complex systems and token
IDX01377,Raw URL lead - w3.org,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX01378,Raw URL lead - zotero.org,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX01379,Harmonica,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX01380,Digital Public Goods Alliance,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX01381,Foundation for Public Code,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX01382,The Open Source Way,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX01383,Code for All,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX01384,Code for America,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX01385,GitHub,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,
IDX01386,IPFS,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX01387,Open Source Guides,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,
IDX01388,GitHub Web3 Glossary,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,
IDX01389,Asset-Based Community Development,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01390,Community Economies Institute,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01391,Liberating Structures,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01392,P2P Foundation Wiki,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01393,Participatory Action Research,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01394,Art of Hosting,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01395,Cooperation Jackson,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01396,Presencing Institute,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01397,RIPESS,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01398,Shareable,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01399,Civil Monkey,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01400,Communet,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01401,Decentral Park / GP NYC,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01402,Cypherpunk Research,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX01403,Web3Privacy Now,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX01404,Ethereum Privacy Ecosystem Mapping,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX01405,Gitcoin Passport,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX01406,Web3Privacy X Thread,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX01407,(((E. Glen Weyl/衛谷倫))) ⿻ 🇺🇸/🇩🇪/🇹🇼,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01408,0xShikhar⚡️,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01409,'@aaronjmars,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01410,a16z crypto,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01411,Aave,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01412,Abeera Akhtar,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01413,Abstract Horizon,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01414,Afo Wefa,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01415,Agora Citizen Network,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01416,AK,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01417,AK69.fun,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01418,Alex Imas,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01419,Alex Prompter,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01420,Alex Soto,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01421,Alex 🌍,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01422,Alexandria,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01423,Alice,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01424,AlliancePublicHealth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01425,Ameen Soleimani,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01426,Amelie,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01427,America Magazine,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01428,Amio,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01429,Andrew Kuznetsov,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01430,Andrey Sergeenkov,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01431,Angela Steffens (she/her),Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01432,Anoma,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01433,ansgar.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01434,Anton Korinek,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01435,Arbitrum,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01436,arkreen,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01437,Arnno39,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01438,artem 🇺🇦,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01439,ashe,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01440,Atlantis 🔱,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01441,AuraSci,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01442,Austin Griffith,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01443,azeem,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01444,azeemk_,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01445,Azos Finance,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01446,Aztec,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01447,Bancor,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01448,barnabe.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01449,Base,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01450,Beacon Labs,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01451,Ben Birkholm,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01452,ben.peer,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01453,Benjamin Life (re/acc),Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01454,Bill Laboon | Web3 Foundation,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01455,binji,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01456,BitRobot Network,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01457,Blackie.hl,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01458,blockful.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01459,BNP Paribas Group,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01460,Boris Cherny,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01461,bot.owocki.eth 🤖,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01462,Brian Kelleher,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01463,BuidlGuidl.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01464,bumblefudge dot com is OVER this shithole,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01465,C. Adam Stallard🪁🔆🆔⿻ gov/acc,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01466,Candu,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01467,Carlos E. Perez,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01468,CeLatam 🧩,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01469,Celo,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01470,charles (csl) ᛋ,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01471,Charles Guillemet,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01472,chaskin.eth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01473,Chones Ecosystem Weaving,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01474,Christine D. Kim,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01475,Ciarán Murray,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01476,City/Sync,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01477,clinamenic,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01478,Clément Lesaege,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01479,cobuild,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01480,Cognitive Liberty,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01481,Cole B.,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01482,Coleen Chase:@coleenc.bsky.social,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01483,Collabberry,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01484,Common Planet Foundation,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01485,Corey Petty,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01486,Cory Doctorow NO LONGER ON TWIT TER,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01487,Crypto Altruists,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01488,CryptoEconLab,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01489,CryptoPunks,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01490,Curtis Yarvin,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01491,Daniel,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01492,Daniel Ospina,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01493,Dankrad Feist,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01494,dannyryan,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01495,Darren,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01496,Data & Society,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01497,david phelps,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01498,David Rozas,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01499,DCF,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01500,DCinvestor,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01501,deana,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01502,Decentralization Research Center,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01503,DecentralizedCEO⎮🟢🍄,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01504,DeCleanup Network,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01505,deepa 🏴‍☠️,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01506,DeFiDave22,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01507,Department of Further and Higher Education,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01508,DeSci Labs,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01509,DeSciAsia,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01510,DeSciWorld,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01511,Dev Lewis,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01512,Dev Tools Guild,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01513,Devansh Mehta,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01514,Dionysus,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01515,Disruption Joe,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01516,Djimo Serodio 🌳,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01517,Dmitry Khovratovich,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01518,domingob.⌐◨-◨,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01519,donnoh.eth 💗,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01520,dOrg,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01521,DTCC,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01522,Dune,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01523,dylan,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01524,DylanΞGra₿owski,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01525,ECH Institute Inc.,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01526,Ecofrontiers,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01527,Edge Esmeralda,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01528,EF Ecosystem Support Program,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01529,EFF,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01530,Ellie Rennie,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
IDX01531,elvis,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
